food_item,fat_g,satfat_g,carbs_g,protein_g,fiber_g,energy_kcal_calculated,cluster,subcluster,supercluster,plate_role
"Fruit cocktail, canned, heavy syrup, drained",0.1,0.014,18.8,0.47,1.7,78.0,0,0,0-0,fruit / veg
"Blueberries, canned, light syrup, drained",0.4,0.028,22.66,1.04,2.6,98.4,0,0,0-0,fruit / veg
"Blueberries, wild, canned, heavy syrup, drained",0.34,0.0,28.32,0.56,4.9,118.6,0,1,0-1,protein
"Peaches, canned, heavy syrup, drained",0.18,0.013,18.43,0.52,1.2,77.4,0,0,0-0,fruit / veg
"Pears, canned, heavy syrup, drained",0.18,0.01,19.08,0.24,2.7,78.9,0,0,0-0,fruit / veg
"Plums, canned, heavy syrup, drained",0.14,0.011,23.12,0.44,1.5,95.5,0,0,0-0,fruit / veg
"Tangerines, (mandarin oranges), canned, juice pack, drained",0.04,0.004,9.41,0.75,1.2,41.0,0,0,0-0,fruit / veg
"Peach nectar, canned, with added ascorbic acid",0.51,0.224,11.93,0.21,0.1,53.2,0,0,0-0,fruit / veg
"Pear nectar, canned, with added ascorbic acid",0.01,0.001,15.76,0.11,0.6,63.6,0,0,0-0,fruit / veg
"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",0.12,0.008,12.87,0.36,0.2,54.0,0,0,0-0,fruit / veg
"Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY",0.64,0.0,7.51,0.54,0.6,38.0,0,0,0-0,fruit / veg
"Jackfruit, canned, syrup pack",0.14,0.0,23.94,0.36,0.9,98.5,0,0,0-0,fruit / veg
"Pineapple, raw, extra sweet variety",0.11,0.0,13.5,0.53,1.4,57.1,0,0,0-0,fruit / veg
"Clementines, raw",0.15,0.0,12.02,0.85,1.7,52.8,0,0,0-0,fruit / veg
"Guanabana nectar, canned",0.17,0.029,14.93,0.11,0.1,61.7,0,0,0-0,fruit / veg
"Juice, apple and grape blend, with added ascorbic acid",0.12,0.023,12.46,0.16,0.2,51.6,0,0,0-0,fruit / veg
"Juice, apple, grape and pear blend, with added ascorbic acid and calcium",0.12,0.021,12.96,0.17,0.2,53.6,0,0,0-0,fruit / veg
"Apples, raw, red delicious, with skin (Includes foods for USDA's Food Distribution Program)",0.2,0.0,14.06,0.27,2.3,59.1,0,0,0-0,fruit / veg
"Apples, raw, golden delicious, with skin",0.15,0.0,13.6,0.28,2.4,56.9,0,0,0-0,fruit / veg
"Apples, raw, granny smith, with skin (Includes foods for USDA's Food Distribution Program)",0.19,0.0,13.61,0.44,2.8,57.9,0,0,0-0,fruit / veg
"Apples, raw, gala, with skin (Includes foods for USDA's Food Distribution Program)",0.12,0.0,13.68,0.25,2.3,56.8,0,0,0-0,fruit / veg
"Pineapple juice, canned, not from concentrate, unsweetened, with added vitamins A, C and E",0.14,0.0,12.18,0.36,0.2,51.4,0,0,0-0,fruit / veg
"Fruit juice smoothie, NAKED JUICE, BLUE MACHINE",0.0,0.0,16.67,0.42,2.9,68.4,0,0,0-0,fruit / veg
"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",0.13,0.025,14.77,0.37,0.2,61.7,0,0,0-0,fruit / veg
"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",0.36,0.105,11.51,0.63,0.6,51.8,0,0,0-0,fruit / veg
"Raspberries, frozen, red, unsweetened",0.81,0.064,12.55,1.15,4.3,62.1,0,0,0-0,fruit / veg
"Guava nectar, with sucralose, canned",0.07,0.023,13.3,0.3,1.2,55.0,0,0,0-0,fruit / veg
"Kiwifruit, ZESPRI SunGold, raw",0.28,0.065,15.79,1.02,1.4,69.8,0,0,0-0,fruit / veg
"Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium",0.12,0.002,10.91,0.27,0.1,45.8,0,0,0-0,fruit / veg
"Fruit juice smoothie, ODWALLA, strawberry banana",0.32,0.059,11.05,0.5,0.6,49.1,0,0,0-0,fruit / veg
"Fruit juice smoothie, NAKED JUICE, strawberry banana",0.27,0.061,11.66,0.48,0.6,51.0,0,0,0-0,fruit / veg
"Plantains, green, raw",0.07,0.121,36.66,1.25,2.2,152.3,0,1,0-1,protein
"Plantains, green, boiled",0.08,0.072,29.15,1.09,2.6,121.7,0,1,0-1,protein
"Alfalfa seeds, sprouted, raw",0.69,0.069,2.1,3.99,1.9,30.6,0,0,0-0,fruit / veg
"Amaranth leaves, raw",0.33,0.091,4.02,2.46,0.0,28.9,0,0,0-0,fruit / veg
"Artichokes, (globe or french), cooked, boiled, drained, without salt",0.34,0.079,11.95,2.89,5.7,62.4,0,0,0-0,fruit / veg
"Artichokes, (globe or french), frozen, unprepared",0.43,0.099,7.75,2.63,3.9,45.4,0,0,0-0,fruit / veg
"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",0.5,0.119,9.18,3.11,4.6,53.7,0,0,0-0,fruit / veg
"Asparagus, raw",0.12,0.04,3.88,2.2,2.1,25.4,0,0,0-0,fruit / veg
"Asparagus, cooked, boiled, drained",0.22,0.048,4.11,2.4,2.0,28.0,0,0,0-0,fruit / veg
"Balsam-pear (bitter gourd), leafy tips, raw",0.69,0.0,3.29,5.3,0.0,40.6,0,0,0-0,fruit / veg
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",0.2,0.032,6.68,3.6,1.9,42.9,0,0,0-0,fruit / veg
"Balsam-pear (bitter gourd), pods, raw",0.17,0.0,3.7,1.0,2.8,20.3,0,0,0-0,fruit / veg
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",0.18,0.014,4.32,0.84,2.0,22.3,0,0,0-0,fruit / veg
"Lima beans, immature seeds, raw",0.86,0.198,20.17,6.84,4.9,115.8,0,1,0-1,protein
"Corn, sweet, yellow, canned, drained solids, rinsed with tap water",1.43,0.219,13.02,2.18,1.7,73.7,0,0,0-0,fruit / veg
"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared (Includes foods for USDA's Food Distribution Program)",0.78,0.119,20.71,3.02,2.1,101.9,0,0,0-0,fruit / veg
"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",0.67,0.103,19.3,2.55,2.4,93.4,0,0,0-0,fruit / veg
"Corn, sweet, yellow, frozen, kernels on cob, unprepared",0.78,0.12,23.5,3.28,2.8,114.1,0,1,0-1,protein
"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, without salt",0.74,0.114,22.33,3.11,2.8,108.4,0,0,0-0,fruit / veg
"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",0.38,0.096,20.32,3.17,5.0,97.4,0,0,0-0,fruit / veg
"Cowpeas (blackeyes), immature seeds, frozen, unprepared",0.7,0.185,25.13,8.98,5.0,142.7,0,1,0-1,protein
"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",0.66,0.175,23.76,8.49,6.4,134.9,0,1,0-1,protein
"Cowpeas, young pods with seeds, raw",0.3,0.079,9.5,3.3,3.3,53.9,0,0,0-0,fruit / veg
"Cowpeas, leafy tips, cooked, boiled, drained, without salt",0.1,0.026,2.8,4.67,0.0,30.8,0,0,0-0,fruit / veg
"Cress, garden, raw",0.7,0.023,5.5,2.6,1.1,38.7,0,0,0-0,fruit / veg
"Cress, garden, cooked, boiled, drained, without salt",0.6,0.02,3.8,1.9,0.7,28.2,0,0,0-0,fruit / veg
"Edamame, frozen, prepared",5.2,0.62,8.91,11.91,5.2,130.1,0,1,0-1,protein
"Endive, raw",0.2,0.048,3.35,1.25,3.1,20.2,0,0,0-0,fruit / veg
"Escarole, cooked, boiled, drained, no salt added",0.18,0.042,3.07,1.15,2.8,18.5,0,0,0-0,fruit / veg
"Gourd, dishcloth (towelgourd), raw",0.2,0.016,4.35,1.2,1.1,24.0,0,0,0-0,fruit / veg
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",0.34,0.027,14.34,0.66,2.9,63.1,0,0,0-0,fruit / veg
"Drumstick leaves, raw",1.4,0.0,8.28,9.4,2.0,83.3,0,0,0-0,fruit / veg
"Drumstick leaves, cooked, boiled, drained, without salt",0.93,0.152,11.15,5.27,2.0,74.0,0,0,0-0,fruit / veg
"Jute, potherb, cooked, boiled, drained, without salt",0.2,0.03,7.29,3.68,2.0,45.7,0,0,0-0,fruit / veg
"Kale, raw",1.49,0.178,4.42,2.92,4.1,42.8,0,0,0-0,fruit / veg
"Mushrooms, Chanterelle, raw",0.53,0.0,6.86,1.49,3.8,38.2,0,0,0-0,fruit / veg
"Mushrooms, morel, raw",0.57,0.065,5.1,3.12,2.8,38.0,0,0,0-0,fruit / veg
"Kohlrabi, raw",0.1,0.013,6.2,1.7,3.6,32.5,0,0,0-0,fruit / veg
"Kohlrabi, cooked, boiled, drained, without salt",0.11,0.014,6.69,1.8,1.1,35.0,0,0,0-0,fruit / veg
"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",0.2,0.027,7.62,0.81,1.0,35.5,0,0,0-0,fruit / veg
"Lettuce, butterhead (includes boston and bibb types), raw",0.22,0.029,2.23,1.35,1.1,16.3,0,0,0-0,fruit / veg
"Lotus root, cooked, boiled, drained, without salt",0.07,0.021,16.02,1.58,3.1,71.0,0,0,0-0,fruit / veg
"Lettuce, red leaf, raw",0.22,0.028,2.26,1.33,0.9,16.3,0,0,0-0,fruit / veg
"Mountain yam, hawaii, raw",0.1,0.022,16.3,1.34,2.5,71.5,0,0,0-0,fruit / veg
"Mushrooms, brown, italian, or crimini, raw",0.1,0.014,4.3,2.5,0.6,28.1,0,0,0-0,fruit / veg
"Mushrooms, shiitake, stir-fried",0.35,0.032,7.68,3.45,3.6,47.7,0,0,0-0,fruit / veg
"Mushrooms, shiitake, cooked, without salt",0.22,0.05,14.39,1.56,2.1,65.8,0,0,0-0,fruit / veg
"Mustard spinach, (tendergreen), raw",0.3,0.015,3.9,2.2,2.8,27.1,0,0,0-0,fruit / veg
"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",0.2,0.0,2.8,1.7,2.0,19.8,0,0,0-0,fruit / veg
"New Zealand spinach, raw",0.2,0.032,2.5,1.5,1.5,17.8,0,0,0-0,fruit / veg
"New Zealand spinach, cooked, boiled, drained, without salt",0.17,0.027,2.13,1.3,1.4,15.2,0,0,0-0,fruit / veg
"Potatoes, french fried, all types, salt added in processing, frozen, unprepared",4.66,1.005,24.81,2.24,1.9,150.1,0,1,0-1,protein
"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased",3.39,0.688,23.51,2.19,1.9,133.3,0,1,0-1,protein
"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated",3.76,0.737,26.98,2.57,2.6,152.0,0,1,0-1,protein
"Pumpkin leaves, cooked, boiled, drained, without salt",0.22,0.114,3.39,2.72,2.7,26.4,0,0,0-0,fruit / veg
"Pumpkin, raw",0.1,0.052,6.5,1.0,0.5,30.9,0,0,0-0,fruit / veg
"Pumpkin, cooked, boiled, drained, without salt",0.07,0.037,4.9,0.72,1.1,23.1,0,0,0-0,fruit / veg
"Pumpkin, canned, without salt",0.28,0.146,8.09,1.1,2.9,39.3,0,0,0-0,fruit / veg
"Radishes, oriental, raw",0.1,0.03,4.1,0.6,1.6,19.7,0,0,0-0,fruit / veg
"Radishes, oriental, cooked, boiled, drained, without salt",0.24,0.073,3.43,0.67,1.6,18.6,0,0,0-0,fruit / veg
"Rutabagas, raw",0.16,0.027,8.62,1.08,2.3,40.2,0,0,0-0,fruit / veg
"Rutabagas, cooked, boiled, drained, without salt",0.18,0.029,6.84,0.93,1.8,32.7,0,0,0-0,fruit / veg
"Seaweed, irishmoss, raw",0.16,0.033,12.29,1.51,1.3,56.6,0,0,0-0,fruit / veg
"Seaweed, kelp, raw",0.56,0.247,9.57,1.68,1.3,50.0,0,0,0-0,fruit / veg
"Seaweed, laver, raw",0.28,0.061,5.11,5.81,0.3,46.2,0,0,0-0,fruit / veg
"Soybeans, mature seeds, sprouted, cooked, steamed",4.45,0.617,6.53,8.47,0.8,100.1,0,0,0-0,fruit / veg
"Spinach, raw",0.39,0.063,3.63,2.86,2.2,29.5,0,0,0-0,fruit / veg
"Spinach, cooked, boiled, drained, without salt",0.26,0.043,3.75,2.97,2.4,29.2,0,0,0-0,fruit / veg
"Squash, summer, crookneck and straightneck, raw",0.27,0.093,3.88,1.01,1.0,22.0,0,0,0-0,fruit / veg
"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt",0.39,0.064,3.79,1.04,1.1,22.8,0,0,0-0,fruit / veg
"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",0.07,0.015,2.96,0.61,1.4,14.9,0,0,0-0,fruit / veg
"Squash, summer, crookneck and straightneck, frozen, unprepared",0.14,0.029,4.8,0.83,1.2,23.8,0,0,0-0,fruit / veg
"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",0.2,0.04,5.54,1.28,1.4,29.1,0,0,0-0,fruit / veg
"Squash, summer, zucchini, includes skin, frozen, unprepared",0.13,0.027,3.58,1.16,1.3,20.1,0,0,0-0,fruit / veg
"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",0.13,0.027,3.56,1.15,1.3,20.0,0,0,0-0,fruit / veg
"Squash, winter, butternut, frozen, unprepared",0.1,0.021,14.41,1.76,1.3,65.6,0,0,0-0,fruit / veg
"Squash, winter, hubbard, raw",0.5,0.103,8.7,2.0,3.9,47.3,0,0,0-0,fruit / veg
"Squash, winter, hubbard, baked, without salt",0.62,0.128,10.81,2.48,4.9,58.7,0,0,0-0,fruit / veg
"Succotash, (corn and limas), cooked, boiled, drained, without salt",0.8,0.148,24.38,5.07,4.5,125.0,0,1,0-1,protein
"Succotash, (corn and limas), canned, with cream style corn",0.54,0.101,17.61,2.64,3.0,85.9,0,0,0-0,fruit / veg
"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",0.49,0.092,13.98,2.6,2.6,70.7,0,0,0-0,fruit / veg
"Succotash, (corn and limas), frozen, unprepared",0.89,0.166,19.94,4.31,4.0,105.0,0,0,0-0,fruit / veg
"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",0.89,0.166,19.95,4.31,4.1,105.0,0,0,0-0,fruit / veg
"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",0.05,0.018,20.12,1.57,3.0,87.2,0,0,0-0,fruit / veg
"Sweet potato, cooked, baked in skin, flesh, without salt",0.15,0.052,20.71,2.01,3.3,92.2,0,0,0-0,fruit / veg
"Sweet potato, cooked, boiled, without skin",0.14,0.031,17.72,1.37,2.5,77.6,0,0,0-0,fruit / veg
"Sweet potato, canned, vacuum pack",0.2,0.041,21.12,1.65,1.8,92.9,0,0,0-0,fruit / veg
"Taro, cooked, without salt",0.11,0.023,34.6,0.52,5.1,141.5,0,1,0-1,protein
"Taro leaves, raw",0.74,0.151,6.7,4.98,3.7,53.4,0,0,0-0,fruit / veg
"Taro leaves, cooked, steamed, without salt",0.41,0.083,4.02,2.72,2.0,30.6,0,0,0-0,fruit / veg
"Taro shoots, raw",0.09,0.018,2.32,0.92,0.0,13.8,0,0,0-0,fruit / veg
"Arrowroot, raw",0.2,0.039,13.39,4.24,1.3,72.3,0,0,0-0,fruit / veg
"Chrysanthemum leaves, raw",0.56,0.0,3.01,3.36,3.0,30.5,0,0,0-0,fruit / veg
"Amaranth leaves, cooked, boiled, drained, with salt",0.18,0.05,4.11,2.11,0.0,26.5,0,0,0-0,fruit / veg
"Asparagus, frozen, cooked, boiled, drained, with salt",0.42,0.096,1.92,2.95,1.6,23.3,0,0,0-0,fruit / veg
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",0.2,0.0,6.16,3.6,1.9,40.8,0,0,0-0,fruit / veg
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",0.18,0.0,4.32,0.84,2.0,22.3,0,0,0-0,fruit / veg
"Bamboo shoots, cooked, boiled, drained, with salt",0.22,0.051,1.52,1.53,1.0,14.2,0,0,0-0,fruit / veg
"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",0.34,0.077,19.32,6.07,5.3,104.6,0,1,0-1,protein
"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt",0.09,0.025,3.6,2.03,0.8,23.3,0,0,0-0,fruit / veg
"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",0.48,0.058,30.87,9.31,5.4,165.0,0,1,0-1,protein
"Oopah (tunicate), whole animal (Alaska Native)",2.2,0.0,0.0,11.7,0.0,66.6,0,0,0-0,fruit / veg
"Sea cucumber, yane (Alaska Native)",0.4,0.0,0.0,13.0,0.0,55.6,0,0,0-0,fruit / veg
"Tea, tundra, herb and laborador combination (Alaska Native)",0.0,0.0,0.2,0.0,0.0,0.8,0,0,0-0,fruit / veg
"Mush, blue corn with ash (Navajo)",0.49,0.074,11.74,0.66,1.1,54.0,0,0,0-0,fruit / veg
"Melon, banana (Navajo)",0.2,0.0,4.06,0.84,0.3,21.4,0,0,0-0,fruit / veg
"Stew, steamed corn (Navajo)",3.75,1.603,10.8,8.82,2.3,112.2,0,1,0-1,protein
"Blueberries, wild, raw (Alaska Native)",0.76,0.0,12.31,1.22,2.6,61.0,0,0,0-0,fruit / veg
Corned beef and potatoes in tortilla (Apache),8.31,3.366,29.35,7.91,1.5,223.8,0,1,0-1,protein
"Hearts of palm, raw",0.2,0.046,25.61,2.7,1.5,115.0,0,1,0-1,protein
"Raspberries, puree, seedless",0.87,0.064,7.99,1.02,0.9,43.9,0,0,0-0,fruit / veg
"Raspberries, puree, with seeds",0.97,0.062,11.51,1.1,4.3,59.2,0,0,0-0,fruit / veg
Octopus (Alaska Native),0.8,0.2,0.0,12.3,0.0,56.4,0,0,0-0,fruit / veg
"Salmonberries, raw (Alaska Native)",0.33,0.0,10.05,0.85,1.9,46.6,0,0,0-0,fruit / veg
"Chokecherries, raw, pitted (Shoshone Bannock)",0.98,0.0,33.88,2.89,17.0,155.9,0,1,0-1,protein
Acorn stew (Apache),3.47,1.28,9.22,6.81,0.7,95.4,0,0,0-0,fruit / veg
"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",0.58,0.083,4.72,4.83,0.0,43.4,0,0,0-0,fruit / veg
"Potato wedges, frozen (Includes foods for USDA's Food Distribution Program)",2.2,0.55,25.46,2.7,2.0,132.4,0,1,0-1,protein
"Soybeans, mature seeds, sprouted, cooked, stir-fried",7.1,0.985,9.4,13.1,0.8,153.9,0,1,0-1,protein
"Beans, snap, green, canned, no salt added, solids and liquids",0.1,0.023,3.5,0.8,1.5,18.1,0,0,0-0,fruit / veg
"Beans, snap, yellow, canned, regular pack, solids and liquids",0.1,0.023,3.5,0.8,1.5,18.1,0,0,0-0,fruit / veg
"Beans, snap, yellow, canned, no salt added, solids and liquids",0.1,0.023,3.5,0.8,1.5,18.1,0,0,0-0,fruit / veg
"Beans, snap, green, canned, no salt added, drained solids",0.46,0.103,4.32,1.12,1.9,25.9,0,0,0-0,fruit / veg
"Beets, cooked, boiled. drained, with salt",0.18,0.028,9.96,1.68,2.0,48.2,0,0,0-0,fruit / veg
"Beets, canned, no salt added, solids and liquids",0.07,0.011,6.57,0.8,1.2,30.1,0,0,0-0,fruit / veg
"Beet greens, cooked, boiled, drained, with salt",0.2,0.031,5.46,2.57,2.9,33.9,0,0,0-0,fruit / veg
"Broccoli, cooked, boiled, drained, with salt",0.41,0.079,7.18,2.38,3.3,41.9,0,0,0-0,fruit / veg
"Broccoli, frozen, chopped, cooked, boiled, drained, with salt",0.12,0.018,5.35,3.1,3.0,34.9,0,0,0-0,fruit / veg
"Broccoli, frozen, spears, cooked, boiled, drained, with salt",0.11,0.018,5.35,3.1,3.0,34.8,0,0,0-0,fruit / veg
"Brussels sprouts, cooked, boiled, drained, with salt",0.5,0.102,7.1,2.55,2.6,43.1,0,0,0-0,fruit / veg
"Cabbage, common, cooked, boiled, drained, with salt",0.06,0.0,5.51,1.27,1.9,27.7,0,0,0-0,fruit / veg
"Cabbage, red, cooked, boiled, drained, with salt",0.09,0.011,6.94,1.51,2.6,34.6,0,0,0-0,fruit / veg
"Cabbage, savoy, cooked, boiled, drained, with salt",0.09,0.012,5.41,1.8,2.8,29.6,0,0,0-0,fruit / veg
"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",0.16,0.021,1.78,1.56,1.0,14.8,0,0,0-0,fruit / veg
"Carrots, canned, no salt added, drained solids",0.19,0.036,5.54,0.64,1.5,26.4,0,0,0-0,fruit / veg
"Carrots, frozen, cooked, boiled, drained, with salt",0.68,0.132,7.73,0.58,3.3,39.4,0,0,0-0,fruit / veg
"Cauliflower, cooked, boiled, drained, with salt",0.45,0.07,4.11,1.84,2.3,27.8,0,0,0-0,fruit / veg
"Cauliflower, frozen, cooked, boiled, drained, with salt",0.22,0.034,3.16,1.61,2.7,21.1,0,0,0-0,fruit / veg
"Chrysanthemum, garland, cooked, boiled, drained, with salt",0.09,0.0,4.31,1.64,2.3,24.6,0,0,0-0,fruit / veg
"Collards, cooked, boiled, drained, with salt",0.72,0.047,5.65,2.71,4.0,39.9,0,0,0-0,fruit / veg
"Collards, frozen, chopped, cooked, boiled, drained, with salt",0.41,0.04,7.1,2.97,2.8,44.0,0,0,0-0,fruit / veg
"Corn, sweet, yellow, cooked, boiled, drained, with salt",1.5,0.197,20.98,3.41,2.4,111.1,0,0,0-0,fruit / veg
"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",0.38,0.096,19.73,3.17,5.0,95.0,0,0,0-0,fruit / veg
"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt",0.66,0.175,23.5,8.49,6.4,133.9,0,1,0-1,protein
"Cowpeas, leafy tips, cooked, boiled, drained, with salt",0.1,0.026,2.8,4.67,0.0,30.8,0,0,0-0,fruit / veg
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",0.34,0.027,13.75,0.66,2.9,60.7,0,0,0-0,fruit / veg
"Drumstick leaves, cooked, boiled, drained, with salt",0.93,0.0,11.15,5.27,2.0,74.0,0,0,0-0,fruit / veg
"Drumstick pods, cooked, boiled, drained, with salt",0.19,0.0,8.18,2.09,4.2,42.8,0,0,0-0,fruit / veg
"Lambsquarters, cooked, boiled, drained, with salt",0.7,0.052,5.0,3.2,2.1,39.1,0,0,0-0,fruit / veg
"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt",0.2,0.027,7.62,0.81,1.0,35.5,0,0,0-0,fruit / veg
"Lotus root, cooked, boiled, drained, with salt",0.07,0.021,16.02,1.58,3.1,71.0,0,0,0-0,fruit / veg
"Mushrooms, white, cooked, boiled, drained, with salt",0.47,0.061,5.29,2.17,2.2,34.1,0,0,0-0,fruit / veg
"Corn, sweet, white, raw",1.18,0.182,19.02,3.22,2.7,99.6,0,0,0-0,fruit / veg
"Corn, sweet, white, cooked, boiled, drained, without salt",1.41,0.197,21.71,3.34,2.7,112.9,0,1,0-1,protein
"Corn, sweet, white, cooked, boiled, drained, with salt",1.41,0.197,21.71,3.34,2.7,112.9,0,1,0-1,protein
"Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids",0.5,0.077,15.41,1.95,1.7,73.9,0,0,0-0,fruit / veg
"Corn, sweet, white, canned, vacuum pack, regular pack",0.5,0.077,19.44,2.41,2.0,91.9,0,0,0-0,fruit / veg
"Corn, sweet, white, canned, vacuum pack, no salt added",0.5,0.077,19.44,2.41,2.0,91.9,0,0,0-0,fruit / veg
"Corn, sweet, white, frozen, kernels cut off cob, unprepared",0.77,0.184,20.73,3.02,2.9,101.9,0,0,0-0,fruit / veg
"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",0.43,0.066,19.56,2.75,2.4,93.1,0,0,0-0,fruit / veg
"Peppers, sweet, red, canned, solids and liquids",0.3,0.045,3.9,0.8,1.2,21.5,0,0,0-0,fruit / veg
"Peppers, sweet, red, frozen, chopped, unprepared",0.21,0.031,4.45,1.08,1.6,24.0,0,0,0-0,fruit / veg
"Peppers, sweet, red, frozen, chopped, boiled, drained, without salt",0.18,0.027,3.31,0.95,0.8,18.7,0,0,0-0,fruit / veg
"Peppers, sweet, red, frozen, chopped, boiled, drained, with salt",0.18,0.027,3.31,0.95,0.8,18.7,0,0,0-0,fruit / veg
"Peppers, sweet, red, sauteed",12.75,1.557,6.57,1.04,1.8,145.2,0,1,0-1,protein
"Tree fern, cooked, with salt",0.07,0.0,10.78,0.29,3.7,44.9,0,0,0-0,fruit / veg
"Potatoes, mashed, prepared from granules, without milk, whole milk and margarine",4.93,1.284,14.4,2.05,2.2,110.2,0,0,0-0,fruit / veg
"Potatoes, mashed, home-prepared, whole milk and butter added",4.22,2.613,16.81,1.86,1.5,112.7,0,0,0-0,fruit / veg
Catsup,0.1,0.014,27.4,1.04,0.3,114.7,0,0,0-0,fruit / veg
"Mushrooms, brown, italian, or crimini, exposed to ultraviolet light, raw",0.1,0.014,4.3,2.5,0.6,28.1,0,0,0-0,fruit / veg
"Pickles, cucumber, dill or kosher dill",0.3,0.079,2.41,0.5,1.0,14.3,0,0,0-0,fruit / veg
"Pimento, canned",0.3,0.045,5.1,1.1,1.9,27.5,0,0,0-0,fruit / veg
"Pickle relish, hot dog",0.46,0.044,23.35,1.5,1.5,103.5,0,0,0-0,fruit / veg
"Pickle relish, sweet",0.47,0.054,35.06,0.37,1.1,146.0,0,1,0-1,protein
"Pickles, cucumber, sour, low sodium",0.2,0.052,2.26,0.33,1.2,12.2,0,0,0-0,fruit / veg
"Pickles, cucumber, dill, reduced sodium",0.3,0.079,2.41,0.5,1.0,14.3,0,0,0-0,fruit / veg
"Radicchio, raw",0.25,0.06,4.48,1.43,0.9,25.9,0,0,0-0,fruit / veg
"Squash, zucchini, baby, raw",0.4,0.083,3.11,2.71,1.1,26.9,0,0,0-0,fruit / veg
"Tomatillos, raw",1.02,0.139,5.84,0.96,1.9,36.4,0,0,0-0,fruit / veg
"Hearts of palm, canned",0.62,0.13,4.62,2.52,2.4,34.1,0,0,0-0,fruit / veg
"Nopales, raw",0.09,0.016,3.33,1.32,2.2,19.4,0,0,0-0,fruit / veg
"Cabbage, napa, cooked",0.17,0.0,2.23,1.1,0.0,14.8,0,0,0-0,fruit / veg
"Beans, fava, in pod, raw",0.73,0.118,17.63,7.92,7.5,108.8,0,1,0-1,protein
"Grape leaves, raw",2.12,0.336,17.31,5.6,11.0,110.7,0,1,0-1,protein
"Peppers, jalapeno, raw",0.37,0.092,6.5,0.91,2.8,33.0,0,0,0-0,fruit / veg
"Peppers, chili, green, canned",0.27,0.028,4.6,0.72,1.7,23.7,0,0,0-0,fruit / veg
"Peppers, hungarian, raw",0.41,0.046,6.7,0.8,1.0,33.7,0,0,0-0,fruit / veg
"Mushrooms, oyster, raw",0.41,0.062,6.09,3.31,2.3,41.3,0,0,0-0,fruit / veg
"Mushrooms, straw, canned, drained solids",0.68,0.089,4.64,3.83,2.5,40.0,0,0,0-0,fruit / veg
"Wasabi, root, raw",0.63,0.0,23.54,4.8,7.8,119.0,0,1,0-1,protein
"Alcoholic beverage, beer, regular, all",0.0,0.0,3.55,0.46,0.0,16.0,0,0,0-0,fruit / veg
"Alcoholic beverage, beer, regular, BUDWEISER",0.0,0.0,2.97,0.36,0.0,13.3,0,0,0-0,fruit / veg
"Alcoholic beverage, beer, light, BUDWEISER SELECT",0.0,0.0,0.87,0.2,0.0,4.3,0,0,0-0,fruit / veg
"Alcoholic beverage, beer, light",0.0,0.0,1.64,0.24,0.0,7.5,0,0,0-0,fruit / veg
"Alcoholic beverage, pina colada, canned",7.6,6.571,27.6,0.6,0.1,181.2,0,1,0-1,protein
