food_item,fat_g,satfat_g,carbs_g,protein_g,fiber_g,energy_kcal_calculated,cluster,subcluster,supercluster
"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",0.36,0.105,11.51,0.63,0.6,51.8,0,0,0-0
"Raspberries, frozen, red, unsweetened",0.81,0.064,12.55,1.15,4.3,62.1,0,0,0-0
"Guava nectar, with sucralose, canned",0.07,0.023,13.3,0.3,1.2,55.0,0,0,0-0
"Kiwifruit, ZESPRI SunGold, raw",0.28,0.065,15.79,1.02,1.4,69.8,0,0,0-0
"Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium",0.12,0.002,10.91,0.27,0.1,45.8,0,0,0-0
"Fruit juice smoothie, ODWALLA, strawberry banana",0.32,0.059,11.05,0.5,0.6,49.1,0,0,0-0
"Fruit juice smoothie, NAKED JUICE, strawberry banana",0.27,0.061,11.66,0.48,0.6,51.0,0,0,0-0
"Plantains, green, raw",0.07,0.121,36.66,1.25,2.2,152.3,0,1,0-1
"Plantains, green, boiled",0.08,0.072,29.15,1.09,2.6,121.7,0,1,0-1
"Alfalfa seeds, sprouted, raw",0.69,0.069,2.1,3.99,1.9,30.6,0,0,0-0
"Amaranth leaves, raw",0.33,0.091,4.02,2.46,0.0,28.9,0,0,0-0
"Artichokes, (globe or french), cooked, boiled, drained, without salt",0.34,0.079,11.95,2.89,5.7,62.4,0,0,0-0
"Artichokes, (globe or french), frozen, unprepared",0.43,0.099,7.75,2.63,3.9,45.4,0,0,0-0
"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",0.5,0.119,9.18,3.11,4.6,53.7,0,0,0-0
"Asparagus, raw",0.12,0.04,3.88,2.2,2.1,25.4,0,0,0-0
"Asparagus, cooked, boiled, drained",0.22,0.048,4.11,2.4,2.0,28.0,0,0,0-0
"Balsam-pear (bitter gourd), leafy tips, raw",0.69,0.0,3.29,5.3,0.0,40.6,0,0,0-0
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",0.2,0.032,6.68,3.6,1.9,42.9,0,0,0-0
"Balsam-pear (bitter gourd), pods, raw",0.17,0.0,3.7,1.0,2.8,20.3,0,0,0-0
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",0.18,0.014,4.32,0.84,2.0,22.3,0,0,0-0
"Lima beans, immature seeds, raw",0.86,0.198,20.17,6.84,4.9,115.8,0,1,0-1
"Corn, sweet, yellow, canned, drained solids, rinsed with tap water",1.43,0.219,13.02,2.18,1.7,73.7,0,0,0-0
"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared (Includes foods for USDA's Food Distribution Program)",0.78,0.119,20.71,3.02,2.1,101.9,0,0,0-0
"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",0.67,0.103,19.3,2.55,2.4,93.4,0,0,0-0
"Corn, sweet, yellow, frozen, kernels on cob, unprepared",0.78,0.12,23.5,3.28,2.8,114.1,0,1,0-1
"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, without salt",0.74,0.114,22.33,3.11,2.8,108.4,0,0,0-0
"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",0.38,0.096,20.32,3.17,5.0,97.4,0,0,0-0
"Cowpeas (blackeyes), immature seeds, frozen, unprepared",0.7,0.185,25.13,8.98,5.0,142.7,0,1,0-1
"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",0.66,0.175,23.76,8.49,6.4,134.9,0,1,0-1
"Cowpeas, young pods with seeds, raw",0.3,0.079,9.5,3.3,3.3,53.9,0,0,0-0
"Cowpeas, leafy tips, cooked, boiled, drained, without salt",0.1,0.026,2.8,4.67,0.0,30.8,0,0,0-0
"Cress, garden, raw",0.7,0.023,5.5,2.6,1.1,38.7,0,0,0-0
"Cress, garden, cooked, boiled, drained, without salt",0.6,0.02,3.8,1.9,0.7,28.2,0,0,0-0
"Edamame, frozen, prepared",5.2,0.62,8.91,11.91,5.2,130.1,0,1,0-1
"Endive, raw",0.2,0.048,3.35,1.25,3.1,20.2,0,0,0-0
"Escarole, cooked, boiled, drained, no salt added",0.18,0.042,3.07,1.15,2.8,18.5,0,0,0-0
"Gourd, dishcloth (towelgourd), raw",0.2,0.016,4.35,1.2,1.1,24.0,0,0,0-0
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",0.34,0.027,14.34,0.66,2.9,63.1,0,0,0-0
"Drumstick leaves, raw",1.4,0.0,8.28,9.4,2.0,83.3,0,0,0-0
"Drumstick leaves, cooked, boiled, drained, without salt",0.93,0.152,11.15,5.27,2.0,74.0,0,0,0-0
"Jute, potherb, cooked, boiled, drained, without salt",0.2,0.03,7.29,3.68,2.0,45.7,0,0,0-0
"Kale, raw",1.49,0.178,4.42,2.92,4.1,42.8,0,0,0-0
"Mushrooms, Chanterelle, raw",0.53,0.0,6.86,1.49,3.8,38.2,0,0,0-0
"Mushrooms, morel, raw",0.57,0.065,5.1,3.12,2.8,38.0,0,0,0-0
"Kohlrabi, raw",0.1,0.013,6.2,1.7,3.6,32.5,0,0,0-0
"Kohlrabi, cooked, boiled, drained, without salt",0.11,0.014,6.69,1.8,1.1,35.0,0,0,0-0
"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",0.2,0.027,7.62,0.81,1.0,35.5,0,0,0-0
"Lettuce, butterhead (includes boston and bibb types), raw",0.22,0.029,2.23,1.35,1.1,16.3,0,0,0-0
"Lotus root, cooked, boiled, drained, without salt",0.07,0.021,16.02,1.58,3.1,71.0,0,0,0-0
"Lettuce, red leaf, raw",0.22,0.028,2.26,1.33,0.9,16.3,0,0,0-0
"Mountain yam, hawaii, raw",0.1,0.022,16.3,1.34,2.5,71.5,0,0,0-0
"Mushrooms, brown, italian, or crimini, raw",0.1,0.014,4.3,2.5,0.6,28.1,0,0,0-0
"Mushrooms, shiitake, stir-fried",0.35,0.032,7.68,3.45,3.6,47.7,0,0,0-0
"Mushrooms, shiitake, cooked, without salt",0.22,0.05,14.39,1.56,2.1,65.8,0,0,0-0
"Mustard spinach, (tendergreen), raw",0.3,0.015,3.9,2.2,2.8,27.1,0,0,0-0
"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",0.2,0.0,2.8,1.7,2.0,19.8,0,0,0-0
"New Zealand spinach, raw",0.2,0.032,2.5,1.5,1.5,17.8,0,0,0-0
"New Zealand spinach, cooked, boiled, drained, without salt",0.17,0.027,2.13,1.3,1.4,15.2,0,0,0-0
"Potatoes, french fried, all types, salt added in processing, frozen, unprepared",4.66,1.005,24.81,2.24,1.9,150.1,0,1,0-1
"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased",3.39,0.688,23.51,2.19,1.9,133.3,0,1,0-1
"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated",3.76,0.737,26.98,2.57,2.6,152.0,0,1,0-1
"Pumpkin leaves, cooked, boiled, drained, without salt",0.22,0.114,3.39,2.72,2.7,26.4,0,0,0-0
"Pumpkin, raw",0.1,0.052,6.5,1.0,0.5,30.9,0,0,0-0
"Pumpkin, cooked, boiled, drained, without salt",0.07,0.037,4.9,0.72,1.1,23.1,0,0,0-0
"Pumpkin, canned, without salt",0.28,0.146,8.09,1.1,2.9,39.3,0,0,0-0
"Radishes, oriental, raw",0.1,0.03,4.1,0.6,1.6,19.7,0,0,0-0
"Radishes, oriental, cooked, boiled, drained, without salt",0.24,0.073,3.43,0.67,1.6,18.6,0,0,0-0
"Rutabagas, raw",0.16,0.027,8.62,1.08,2.3,40.2,0,0,0-0
"Rutabagas, cooked, boiled, drained, without salt",0.18,0.029,6.84,0.93,1.8,32.7,0,0,0-0
"Seaweed, irishmoss, raw",0.16,0.033,12.29,1.51,1.3,56.6,0,0,0-0
"Seaweed, kelp, raw",0.56,0.247,9.57,1.68,1.3,50.0,0,0,0-0
"Seaweed, laver, raw",0.28,0.061,5.11,5.81,0.3,46.2,0,0,0-0
"Soybeans, mature seeds, sprouted, cooked, steamed",4.45,0.617,6.53,8.47,0.8,100.1,0,0,0-0
"Spinach, raw",0.39,0.063,3.63,2.86,2.2,29.5,0,0,0-0
"Spinach, cooked, boiled, drained, without salt",0.26,0.043,3.75,2.97,2.4,29.2,0,0,0-0
"Squash, summer, crookneck and straightneck, raw",0.27,0.093,3.88,1.01,1.0,22.0,0,0,0-0
"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt",0.39,0.064,3.79,1.04,1.1,22.8,0,0,0-0
"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",0.07,0.015,2.96,0.61,1.4,14.9,0,0,0-0
"Squash, summer, crookneck and straightneck, frozen, unprepared",0.14,0.029,4.8,0.83,1.2,23.8,0,0,0-0
"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",0.2,0.04,5.54,1.28,1.4,29.1,0,0,0-0
"Squash, summer, zucchini, includes skin, frozen, unprepared",0.13,0.027,3.58,1.16,1.3,20.1,0,0,0-0
"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",0.13,0.027,3.56,1.15,1.3,20.0,0,0,0-0
"Squash, winter, butternut, frozen, unprepared",0.1,0.021,14.41,1.76,1.3,65.6,0,0,0-0
"Squash, winter, hubbard, raw",0.5,0.103,8.7,2.0,3.9,47.3,0,0,0-0
"Squash, winter, hubbard, baked, without salt",0.62,0.128,10.81,2.48,4.9,58.7,0,0,0-0
"Succotash, (corn and limas), cooked, boiled, drained, without salt",0.8,0.148,24.38,5.07,4.5,125.0,0,1,0-1
"Succotash, (corn and limas), canned, with cream style corn",0.54,0.101,17.61,2.64,3.0,85.9,0,0,0-0
"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",0.49,0.092,13.98,2.6,2.6,70.7,0,0,0-0
"Succotash, (corn and limas), frozen, unprepared",0.89,0.166,19.94,4.31,4.0,105.0,0,0,0-0
"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",0.89,0.166,19.95,4.31,4.1,105.0,0,0,0-0
"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",0.05,0.018,20.12,1.57,3.0,87.2,0,0,0-0
"Sweet potato, cooked, baked in skin, flesh, without salt",0.15,0.052,20.71,2.01,3.3,92.2,0,0,0-0
"Sweet potato, cooked, boiled, without skin",0.14,0.031,17.72,1.37,2.5,77.6,0,0,0-0
"Sweet potato, canned, vacuum pack",0.2,0.041,21.12,1.65,1.8,92.9,0,0,0-0
"Taro, cooked, without salt",0.11,0.023,34.6,0.52,5.1,141.5,0,1,0-1
"Taro leaves, raw",0.74,0.151,6.7,4.98,3.7,53.4,0,0,0-0
"Taro leaves, cooked, steamed, without salt",0.41,0.083,4.02,2.72,2.0,30.6,0,0,0-0
"Taro shoots, raw",0.09,0.018,2.32,0.92,0.0,13.8,0,0,0-0
"Arrowroot, raw",0.2,0.039,13.39,4.24,1.3,72.3,0,0,0-0
"Chrysanthemum leaves, raw",0.56,0.0,3.01,3.36,3.0,30.5,0,0,0-0
"Amaranth leaves, cooked, boiled, drained, with salt",0.18,0.05,4.11,2.11,0.0,26.5,0,0,0-0
"Asparagus, frozen, cooked, boiled, drained, with salt",0.42,0.096,1.92,2.95,1.6,23.3,0,0,0-0
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",0.2,0.0,6.16,3.6,1.9,40.8,0,0,0-0
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",0.18,0.0,4.32,0.84,2.0,22.3,0,0,0-0
"Bamboo shoots, cooked, boiled, drained, with salt",0.22,0.051,1.52,1.53,1.0,14.2,0,0,0-0
"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",0.34,0.077,19.32,6.07,5.3,104.6,0,1,0-1
"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt",0.09,0.025,3.6,2.03,0.8,23.3,0,0,0-0
"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",0.48,0.058,30.87,9.31,5.4,165.0,0,1,0-1
"Oopah (tunicate), whole animal (Alaska Native)",2.2,0.0,0.0,11.7,0.0,66.6,0,0,0-0
"Sea cucumber, yane (Alaska Native)",0.4,0.0,0.0,13.0,0.0,55.6,0,0,0-0
"Tea, tundra, herb and laborador combination (Alaska Native)",0.0,0.0,0.2,0.0,0.0,0.8,0,0,0-0
"Mush, blue corn with ash (Navajo)",0.49,0.074,11.74,0.66,1.1,54.0,0,0,0-0
"Melon, banana (Navajo)",0.2,0.0,4.06,0.84,0.3,21.4,0,0,0-0
"Stew, steamed corn (Navajo)",3.75,1.603,10.8,8.82,2.3,112.2,0,1,0-1
"Blueberries, wild, raw (Alaska Native)",0.76,0.0,12.31,1.22,2.6,61.0,0,0,0-0
Corned beef and potatoes in tortilla (Apache),8.31,3.366,29.35,7.91,1.5,223.8,0,1,0-1
"Hearts of palm, raw",0.2,0.046,25.61,2.7,1.5,115.0,0,1,0-1
"Raspberries, puree, seedless",0.87,0.064,7.99,1.02,0.9,43.9,0,0,0-0
"Raspberries, puree, with seeds",0.97,0.062,11.51,1.1,4.3,59.2,0,0,0-0
Octopus (Alaska Native),0.8,0.2,0.0,12.3,0.0,56.4,0,0,0-0
"Salmonberries, raw (Alaska Native)",0.33,0.0,10.05,0.85,1.9,46.6,0,0,0-0
"Chokecherries, raw, pitted (Shoshone Bannock)",0.98,0.0,33.88,2.89,17.0,155.9,0,1,0-1
Acorn stew (Apache),3.47,1.28,9.22,6.81,0.7,95.4,0,0,0-0
"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",0.58,0.083,4.72,4.83,0.0,43.4,0,0,0-0
"Potato wedges, frozen (Includes foods for USDA's Food Distribution Program)",2.2,0.55,25.46,2.7,2.0,132.4,0,1,0-1
"Soybeans, mature seeds, sprouted, cooked, stir-fried",7.1,0.985,9.4,13.1,0.8,153.9,0,1,0-1
"Beans, snap, green, canned, no salt added, solids and liquids",0.1,0.023,3.5,0.8,1.5,18.1,0,0,0-0
"Beans, snap, yellow, canned, regular pack, solids and liquids",0.1,0.023,3.5,0.8,1.5,18.1,0,0,0-0
"Beans, snap, yellow, canned, no salt added, solids and liquids",0.1,0.023,3.5,0.8,1.5,18.1,0,0,0-0
"Beans, snap, green, canned, no salt added, drained solids",0.46,0.103,4.32,1.12,1.9,25.9,0,0,0-0
"Beets, cooked, boiled. drained, with salt",0.18,0.028,9.96,1.68,2.0,48.2,0,0,0-0
"Beets, canned, no salt added, solids and liquids",0.07,0.011,6.57,0.8,1.2,30.1,0,0,0-0
"Beet greens, cooked, boiled, drained, with salt",0.2,0.031,5.46,2.57,2.9,33.9,0,0,0-0
"Broccoli, cooked, boiled, drained, with salt",0.41,0.079,7.18,2.38,3.3,41.9,0,0,0-0
"Broccoli, frozen, chopped, cooked, boiled, drained, with salt",0.12,0.018,5.35,3.1,3.0,34.9,0,0,0-0
"Broccoli, frozen, spears, cooked, boiled, drained, with salt",0.11,0.018,5.35,3.1,3.0,34.8,0,0,0-0
"Brussels sprouts, cooked, boiled, drained, with salt",0.5,0.102,7.1,2.55,2.6,43.1,0,0,0-0
"Cabbage, common, cooked, boiled, drained, with salt",0.06,0.0,5.51,1.27,1.9,27.7,0,0,0-0
"Cabbage, red, cooked, boiled, drained, with salt",0.09,0.011,6.94,1.51,2.6,34.6,0,0,0-0
"Cabbage, savoy, cooked, boiled, drained, with salt",0.09,0.012,5.41,1.8,2.8,29.6,0,0,0-0
"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",0.16,0.021,1.78,1.56,1.0,14.8,0,0,0-0
"Carrots, canned, no salt added, drained solids",0.19,0.036,5.54,0.64,1.5,26.4,0,0,0-0
"Carrots, frozen, cooked, boiled, drained, with salt",0.68,0.132,7.73,0.58,3.3,39.4,0,0,0-0
"Cauliflower, cooked, boiled, drained, with salt",0.45,0.07,4.11,1.84,2.3,27.8,0,0,0-0
"Cauliflower, frozen, cooked, boiled, drained, with salt",0.22,0.034,3.16,1.61,2.7,21.1,0,0,0-0
"Chrysanthemum, garland, cooked, boiled, drained, with salt",0.09,0.0,4.31,1.64,2.3,24.6,0,0,0-0
"Collards, cooked, boiled, drained, with salt",0.72,0.047,5.65,2.71,4.0,39.9,0,0,0-0
"Collards, frozen, chopped, cooked, boiled, drained, with salt",0.41,0.04,7.1,2.97,2.8,44.0,0,0,0-0
"Corn, sweet, yellow, cooked, boiled, drained, with salt",1.5,0.197,20.98,3.41,2.4,111.1,0,0,0-0
"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",0.38,0.096,19.73,3.17,5.0,95.0,0,0,0-0
"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt",0.66,0.175,23.5,8.49,6.4,133.9,0,1,0-1
"Cowpeas, leafy tips, cooked, boiled, drained, with salt",0.1,0.026,2.8,4.67,0.0,30.8,0,0,0-0
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",0.34,0.027,13.75,0.66,2.9,60.7,0,0,0-0
"Drumstick leaves, cooked, boiled, drained, with salt",0.93,0.0,11.15,5.27,2.0,74.0,0,0,0-0
"Drumstick pods, cooked, boiled, drained, with salt",0.19,0.0,8.18,2.09,4.2,42.8,0,0,0-0
"Lambsquarters, cooked, boiled, drained, with salt",0.7,0.052,5.0,3.2,2.1,39.1,0,0,0-0
"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt",0.2,0.027,7.62,0.81,1.0,35.5,0,0,0-0
"Lotus root, cooked, boiled, drained, with salt",0.07,0.021,16.02,1.58,3.1,71.0,0,0,0-0
"Mushrooms, white, cooked, boiled, drained, with salt",0.47,0.061,5.29,2.17,2.2,34.1,0,0,0-0
"Corn, sweet, white, raw",1.18,0.182,19.02,3.22,2.7,99.6,0,0,0-0
"Corn, sweet, white, cooked, boiled, drained, without salt",1.41,0.197,21.71,3.34,2.7,112.9,0,1,0-1
"Corn, sweet, white, cooked, boiled, drained, with salt",1.41,0.197,21.71,3.34,2.7,112.9,0,1,0-1
"Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids",0.5,0.077,15.41,1.95,1.7,73.9,0,0,0-0
"Corn, sweet, white, canned, vacuum pack, regular pack",0.5,0.077,19.44,2.41,2.0,91.9,0,0,0-0
"Corn, sweet, white, canned, vacuum pack, no salt added",0.5,0.077,19.44,2.41,2.0,91.9,0,0,0-0
"Corn, sweet, white, frozen, kernels cut off cob, unprepared",0.77,0.184,20.73,3.02,2.9,101.9,0,0,0-0
"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",0.43,0.066,19.56,2.75,2.4,93.1,0,0,0-0
"Peppers, sweet, red, canned, solids and liquids",0.3,0.045,3.9,0.8,1.2,21.5,0,0,0-0
"Peppers, sweet, red, frozen, chopped, unprepared",0.21,0.031,4.45,1.08,1.6,24.0,0,0,0-0
"Peppers, sweet, red, frozen, chopped, boiled, drained, without salt",0.18,0.027,3.31,0.95,0.8,18.7,0,0,0-0
"Peppers, sweet, red, frozen, chopped, boiled, drained, with salt",0.18,0.027,3.31,0.95,0.8,18.7,0,0,0-0
"Peppers, sweet, red, sauteed",12.75,1.557,6.57,1.04,1.8,145.2,0,1,0-1
"Tree fern, cooked, with salt",0.07,0.0,10.78,0.29,3.7,44.9,0,0,0-0
"Potatoes, mashed, prepared from granules, without milk, whole milk and margarine",4.93,1.284,14.4,2.05,2.2,110.2,0,0,0-0
"Potatoes, mashed, home-prepared, whole milk and butter added",4.22,2.613,16.81,1.86,1.5,112.7,0,0,0-0
Catsup,0.1,0.014,27.4,1.04,0.3,114.7,0,0,0-0
"Mushrooms, brown, italian, or crimini, exposed to ultraviolet light, raw",0.1,0.014,4.3,2.5,0.6,28.1,0,0,0-0
"Pickles, cucumber, dill or kosher dill",0.3,0.079,2.41,0.5,1.0,14.3,0,0,0-0
"Pimento, canned",0.3,0.045,5.1,1.1,1.9,27.5,0,0,0-0
"Pickle relish, hot dog",0.46,0.044,23.35,1.5,1.5,103.5,0,0,0-0
"Pickle relish, sweet",0.47,0.054,35.06,0.37,1.1,146.0,0,1,0-1
"Pickles, cucumber, sour, low sodium",0.2,0.052,2.26,0.33,1.2,12.2,0,0,0-0
"Pickles, cucumber, dill, reduced sodium",0.3,0.079,2.41,0.5,1.0,14.3,0,0,0-0
"Radicchio, raw",0.25,0.06,4.48,1.43,0.9,25.9,0,0,0-0
"Squash, zucchini, baby, raw",0.4,0.083,3.11,2.71,1.1,26.9,0,0,0-0
"Tomatillos, raw",1.02,0.139,5.84,0.96,1.9,36.4,0,0,0-0
"Hearts of palm, canned",0.62,0.13,4.62,2.52,2.4,34.1,0,0,0-0
"Nopales, raw",0.09,0.016,3.33,1.32,2.2,19.4,0,0,0-0
"Cabbage, napa, cooked",0.17,0.0,2.23,1.1,0.0,14.8,0,0,0-0
"Beans, fava, in pod, raw",0.73,0.118,17.63,7.92,7.5,108.8,0,1,0-1
"Grape leaves, raw",2.12,0.336,17.31,5.6,11.0,110.7,0,1,0-1
"Peppers, jalapeno, raw",0.37,0.092,6.5,0.91,2.8,33.0,0,0,0-0
"Peppers, chili, green, canned",0.27,0.028,4.6,0.72,1.7,23.7,0,0,0-0
"Peppers, hungarian, raw",0.41,0.046,6.7,0.8,1.0,33.7,0,0,0-0
"Mushrooms, oyster, raw",0.41,0.062,6.09,3.31,2.3,41.3,0,0,0-0
"Mushrooms, straw, canned, drained solids",0.68,0.089,4.64,3.83,2.5,40.0,0,0,0-0
"Wasabi, root, raw",0.63,0.0,23.54,4.8,7.8,119.0,0,1,0-1
"Alcoholic beverage, beer, regular, all",0.0,0.0,3.55,0.46,0.0,16.0,0,0,0-0
"Alcoholic beverage, beer, regular, BUDWEISER",0.0,0.0,2.97,0.36,0.0,13.3,0,0,0-0
"Alcoholic beverage, beer, light, BUDWEISER SELECT",0.0,0.0,0.87,0.2,0.0,4.3,0,0,0-0
"Alcoholic beverage, beer, light",0.0,0.0,1.64,0.24,0.0,7.5,0,0,0-0
"Alcoholic beverage, pina colada, canned",7.6,6.571,27.6,0.6,0.1,181.2,0,1,0-1
"Beverages, almond milk, sweetened, vanilla flavor, ready-to-drink",1.04,0.0,6.59,0.42,0.4,37.4,0,0,0-0
"Alcoholic beverage, pina colada, prepared-from-recipe",1.88,1.636,22.66,0.42,0.3,109.2,0,0,0-0
"Alcoholic beverage, tequila sunrise, canned",0.1,0.0,11.3,0.3,0.0,47.3,0,0,0-0
"Egg custards, dry mix, prepared with whole milk",4.0,2.032,17.6,3.99,0.0,122.4,0,1,0-1
"Desserts, mousse, chocolate, prepared-from-recipe",16.0,9.151,16.07,4.14,0.6,224.8,0,1,0-1
"Puddings, chocolate, ready-to-eat",4.6,1.263,23.01,2.09,0.0,141.8,0,1,0-1
"Puddings, chocolate, dry mix, regular, prepared with 2% milk",2.06,1.289,19.76,3.28,0.8,110.7,0,0,0-0
"Puddings, coconut cream, dry mix, instant, prepared with 2% milk",2.3,1.37,19.2,2.9,0.1,109.1,0,0,0-0
"Puddings, rice, ready-to-eat",2.15,1.208,18.39,3.23,0.3,105.8,0,0,0-0
"Puddings, vanilla, dry mix, instant, prepared with whole milk",2.9,1.74,19.7,2.7,0.0,115.7,0,0,0-0
"Puddings, lemon, dry mix, instant, prepared with 2% milk",1.71,0.974,20.2,2.76,0.0,107.2,0,0,0-0
"Egg custards, dry mix, prepared with 2% milk",2.83,1.475,17.61,4.13,0.0,112.4,0,1,0-1
"Puddings, vanilla, dry mix, regular, prepared with 2% milk",1.73,1.017,18.53,2.94,0.0,101.4,0,0,0-0
"Rennin, chocolate, dry mix, prepared with 2% milk",2.06,1.231,13.47,3.24,0.5,85.4,0,0,0-0
"Rennin, vanilla, dry mix, prepared with 2% milk",1.77,1.061,12.34,3.06,0.0,77.5,0,0,0-0
"Desserts, rennin, tablets, unsweetened",0.1,0.041,19.8,1.0,0.0,84.1,0,0,0-0
"Flan, caramel custard, dry mix, prepared with whole milk",3.0,1.8,18.68,2.95,0.0,113.5,0,0,0-0
"Puddings, vanilla, ready-to-eat, fat free",0.0,0.0,20.16,2.02,0.0,88.7,0,0,0-0
"Puddings, tapioca, ready-to-eat, fat free",0.35,0.122,21.31,1.44,0.0,94.2,0,0,0-0
"Puddings, chocolate, ready-to-eat, fat free",0.3,0.0,20.87,1.93,0.3,93.9,0,0,0-0
"Ice creams, chocolate",11.0,6.8,28.2,3.8,1.2,227.0,0,1,0-1
"Ice creams, strawberry",8.4,5.19,27.6,3.2,0.9,198.8,0,1,0-1
"Frozen novelties, ice type, italian, restaurant-prepared",0.02,0.0,13.5,0.03,0.0,54.3,0,0,0-0
"Frozen novelties, ice type, pop",0.24,0.013,19.23,0.0,0.0,79.1,0,0,0-0
"Frozen yogurts, vanilla, soft-serve",5.6,3.42,24.2,4.0,0.0,163.2,0,1,0-1
"Fruit butters, apple",0.3,0.053,42.47,0.39,1.5,174.1,0,1,0-1
"Pie fillings, apple, canned",0.1,0.0,26.1,0.1,1.0,105.7,0,0,0-0
"Pie fillings, canned, cherry",0.07,0.018,28.0,0.37,0.6,114.1,0,0,0-0
"Puddings, banana, dry mix, regular, prepared with whole milk",2.89,1.634,18.44,2.74,0.0,110.7,0,0,0-0
"Puddings, coconut cream, dry mix, instant, prepared with whole milk",3.5,2.1,19.1,2.9,0.1,119.5,0,1,0-1
"Puddings, coconut cream, dry mix, regular, prepared with whole milk",3.8,2.57,17.7,3.0,0.2,117.0,0,1,0-1
"Puddings, lemon, dry mix, instant, prepared with whole milk",2.9,1.74,20.1,2.7,0.0,117.3,0,1,0-1
"Pudding, lemon, dry mix, regular, prepared with sugar, egg yolk and water",1.12,0.382,24.2,0.65,0.0,109.5,0,0,0-0
"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",0.97,0.0,34.56,1.4,0.0,152.6,0,1,0-1
"Frozen novelties, ice type, pineapple-coconut",2.6,2.304,23.9,0.0,0.7,119.0,0,0,0-0
"Frozen yogurts, chocolate, soft-serve",6.0,3.63,24.9,4.0,2.2,169.6,0,1,0-1
"Millet, cooked",1.0,0.172,23.67,3.51,1.3,117.7,0,1,0-1
"Oat bran, cooked",0.86,0.163,11.44,3.21,2.6,66.3,0,0,0-0
"Rice, brown, medium-grain, cooked (Includes foods for USDA's Food Distribution Program)",0.83,0.165,23.51,2.32,1.8,110.8,0,0,0-0
"Rice, white, long-grain, regular, enriched, cooked",0.28,0.077,28.17,2.69,0.4,126.0,0,1,0-1
"Rice, white, medium-grain, enriched, cooked",0.21,0.057,28.59,2.38,0.3,125.8,0,1,0-1
"Wild rice, cooked",0.34,0.049,21.34,3.99,1.8,104.4,0,0,0-0
"Pasta, gluten-free, corn, cooked",0.73,0.102,27.91,2.63,4.8,128.7,0,1,0-1
"Macaroni, vegetable, enriched, cooked",0.11,0.016,26.61,4.53,4.3,125.6,0,1,0-1
"Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)",1.71,0.243,30.07,5.99,3.9,159.6,0,1,0-1
"Rice noodles, cooked",0.2,0.023,24.01,1.79,1.0,105.0,0,0,0-0
"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, cooked",1.5,0.239,31.51,5.82,4.6,162.8,0,1,0-1
"Quinoa, cooked",1.92,0.231,21.3,4.4,2.8,120.1,0,1,0-1
"Teff, cooked",0.65,0.0,19.86,3.87,2.8,100.8,0,0,0-0
"Noodles, egg, cooked, enriched, with added salt",2.07,0.419,25.16,4.54,1.2,137.4,0,1,0-1
"Noodles, egg, unenriched, cooked, without added salt",2.07,0.419,25.16,4.54,1.2,137.4,0,1,0-1
"Pasta, cooked, unenriched, without added salt",0.93,0.176,30.86,5.8,1.8,155.0,0,1,0-1
